County,Premium_Rate_per_acre
Madera,220.72
Madera,178.01
Fresno,216.52
Madera,184.99
Kern,202.52
Butte,123.23
Fresno,214.87
Kern,210.45
Kern,175.38
Fresno,184.44
Colusa,108.81
Other,202.91
Merced,153.69
Tulare,180.61
Stanislaus,187.4
Stanislaus,143.45
Colusa,121.27
Kern,197.46
Madera,143.6
San Joaquin,121.62
Stanislaus,153.11
Fresno,52.37
Other,194.94
Merced,133.71
Fresno,90.46
Stanislaus,132.44
San Joaquin,147.02
Kern,0.0
Tulare,163.17
Other,168.75
Other,85.89
Fresno,73.48
Colusa,135.9
Merced,150.53
Stanislaus,131.86
Stanislaus,153.4
Kern,209.3
Glenn,93.87
Kern,184.12
Kern,165.48
Butte,150.33
Kern,181.93
Madera,156.15
Stanislaus,192.72
Other,98.16
Kern,196.65
Kern,181.36
Other,206.19
Butte,145.43
Stanislaus,117.37
Merced,141.53
Kern,187.91
Other,135.99
Stanislaus,117.27
Other,210.37
Kern,195.38
Madera,161.01
Fresno,146.76
Fresno,130.0
Fresno,205.65
Stanislaus,164.12
Other,203.54
Colusa,197.16
Merced,179.11
Other,0.0
San Joaquin,187.4
Glenn,94.21
Madera,192.58
Stanislaus,153.5
Madera,216.77
Madera,123.97
Merced,197.31
Stanislaus,169.15
Kern,229.42
Merced,131.54
Butte,135.38
Merced,178.32
Colusa,47.54
Butte,112.48
Stanislaus,146.06
Glenn,150.46
Fresno,103.29
Fresno,58.06
Madera,220.72
Fresno,164.88
Stanislaus,150.02
Stanislaus,129.44
Fresno,123.16
Glenn,0.0
Fresno,159.49
Stanislaus,147.22
Colusa,115.35
Merced,132.82
Fresno,194.68
Stanislaus,101.24
Fresno,184.85
Colusa,132.49
Stanislaus,117.66
Merced,78.03
Other,203.29
Merced,136.78
Madera,190.66
Stanislaus,152.63
San Joaquin,130.0
Madera,168.6
Stanislaus,146.54
Tulare,126.63
Butte,137.83
Butte,108.64
Kern,186.3
Glenn,143.82
Merced,162.79
Other,194.3
Stanislaus,117.27
Merced,204.23
Butte,139.05
Madera,95.74
Stanislaus,115.34
Other,269.19
Fresno,150.7
Butte,130.4
Stanislaus,179.1
Merced,154.78
Other,92.47
Merced,157.35
Fresno,112.4
Stanislaus,137.17
Stanislaus,149.63
Other,182.67
Stanislaus,190.59
Butte,179.34
Stanislaus,184.89
Stanislaus,102.01
Merced,168.43
Tulare,166.37
Merced,169.71
Other,166.85
Merced,115.91
Kern,232.41
Fresno,224.6
Merced,142.42
Kern,253.8
Madera,174.47
Fresno,169.74
Fresno,171.4
Madera,203.01
Butte,151.38
Other,213.03
Fresno,163.53
Colusa,85.39
Kern,208.04
San Joaquin,83.63
Colusa,131.14
Other,183.05
Kern,163.88
San Joaquin,124.11
Other,191.65
Merced,115.42
Stanislaus,206.24
San Joaquin,157.96
San Joaquin,196.6
San Joaquin,171.03
Kern,151.57
Fresno,165.08
Madera,96.24
Madera,144.92
San Joaquin,159.8
Kern,162.5
Madera,146.13
Tulare,187.79
Fresno,143.04
Fresno,247.47
San Joaquin,135.06
San Joaquin,145.73
Butte,150.59
Tulare,140.1
Merced,125.6
Fresno,222.11
Madera,189.14
San Joaquin,200.74
Merced,177.53
Stanislaus,208.75
Kern,202.06
Butte,119.21
Butte,165.8
Fresno,144.49
Madera,164.55
Stanislaus,151.08
Other,239.72
Fresno,70.38
Kern,231.61
Fresno,211.24
San Joaquin,157.5
Other,0.0
Merced,156.76
Fresno,237.22
Madera,191.77
Fresno,142.62
Glenn,163.22
Kern,72.45
Colusa,183.88
Other,247.81
Stanislaus,0.0
Tulare,165.71
Fresno,203.69
Butte,127.43
Madera,165.66
Tulare,178.85
Fresno,223.77
Butte,110.56
Fresno,161.98
Merced,158.54
Stanislaus,150.5
Kern,191.59
Fresno,182.16
Fresno,125.75
Tulare,0.0
Stanislaus,132.34
Madera,188.43
Tulare,140.1
Stanislaus,170.02
Madera,206.95
Butte,132.94
Merced,171.99
Fresno,107.54
Merced,139.84
Stanislaus,130.12
San Joaquin,105.71
Merced,181.78
Madera,212.52
Fresno,157.73
Merced,175.05
Butte,132.5
Kern,216.08
Other,237.95
Merced,117.79
Madera,136.62
Glenn,130.63
Kern,154.22
Kern,181.82
Kern,184.0
Merced,180.0
Merced,128.27
Madera,0.0
Merced,180.59
Fresno,147.38
Fresno,161.98
Other,169.51
Stanislaus,208.27
Other,230.48
Stanislaus,130.89
Merced,157.25
Kern,197.11
Colusa,146.3
Glenn,88.5
Kern,142.94
Other,231.37
San Joaquin,144.26
Stanislaus,143.35
Merced,177.23
Merced,172.88
Stanislaus,199.87
Kern,216.78
Other,122.45
San Joaquin,160.63
Kern,212.06
Merced,143.5
Fresno,158.35
Butte,149.1
Other,205.06
Kern,0.0
Fresno,189.2
Kern,194.81
Butte,125.16
Merced,234.79
Other,237.19
Other,184.18
Kern,211.71
Stanislaus,179.39
Stanislaus,121.04
Stanislaus,165.77
Kern,148.7
Other,188.48
Fresno,162.29
Kern,92.69
Madera,0.0
Stanislaus,170.31
Tulare,130.93
Other,206.07
Stanislaus,136.11
San Joaquin,0.0
Madera,188.43
Kern,130.18
Other,228.84
Tulare,153.9
Kern,149.16
Stanislaus,146.74
Glenn,0.0
Kern,185.84
Stanislaus,181.51
Fresno,100.6
Stanislaus,96.02
Stanislaus,127.8
Merced,186.92
Glenn,0.0
Merced,103.55
Other,224.28
Butte,136.43
Other,219.98
Merced,181.09
Fresno,174.4
Kern,169.4
Stanislaus,171.27
Stanislaus,172.62
Kern,147.89
Other,149.14
Other,212.27
Other,195.44
Colusa,170.7
Glenn,175.56
Stanislaus,147.7
Madera,161.92
Colusa,169.62
Merced,145.48
Fresno,209.59
San Joaquin,156.95
San Joaquin,0.0
Stanislaus,164.12
Tulare,202.36
Stanislaus,192.43
Kern,141.91
Kern,219.88
Tulare,163.94
Stanislaus,113.02
Fresno,158.46
Kern,204.24
Merced,83.97
Butte,206.88
Merced,210.36
San Joaquin,116.01
Kern,168.94
Butte,126.47
Tulare,139.88
Fresno,193.54
Fresno,164.25
Stanislaus,235.9
Glenn,98.04
Madera,170.12
Merced,124.32
Fresno,67.9
Madera,198.55
Merced,130.84
Other,215.56
Stanislaus,165.09
Merced,113.83
Fresno,173.98
Kern,182.74
Merced,176.04
San Joaquin,171.58
Kern,176.18
Glenn,158.8
Merced,162.1
Merced,95.54
Colusa,186.49
Kern,176.98
Fresno,158.67
Fresno,120.58
Madera,128.73
Kern,210.8
Stanislaus,177.84
Tulare,159.2
San Joaquin,192.37
Kern,173.42
Kern,148.58
Merced,169.71
Other,237.57
Butte,161.43
Kern,239.66
Fresno,92.84
San Joaquin,121.99
Butte,119.21
Kern,196.76
Tulare,141.75
Colusa,137.6
Stanislaus,192.14
San Joaquin,167.72
Merced,133.42
Stanislaus,163.16
Tulare,182.71
Stanislaus,203.25
Tulare,162.95
Kern,201.14
Glenn,123.39
San Joaquin,83.26
Stanislaus,167.41
Stanislaus,122.78
Kern,167.56
Fresno,187.96
Merced,186.62
Merced,174.66
Merced,144.1
Other,218.72
Stanislaus,68.68
Merced,160.81
Stanislaus,154.95
Glenn,182.28
Madera,125.79
Merced,198.2
Butte,149.02
San Joaquin,104.7
San Joaquin,91.82
Colusa,148.45
Merced,143.4
Butte,131.54
Colusa,113.56
Fresno,174.71
Butte,42.21
Other,260.21
Kern,169.28
Madera,189.14
San Joaquin,162.56
Stanislaus,101.82
Fresno,160.11
Kern,188.26
Tulare,203.47
Tulare,64.47
Stanislaus,175.04
Merced,111.86
Other,233.27
Fresno,110.12
Butte,167.2
Kern,301.64
Merced,173.17
Butte,0.0
Butte,110.39
Butte,118.78
Kern,77.17
Merced,168.62
Merced,199.88
Stanislaus,130.22
Merced,172.48
Fresno,163.01
Fresno,184.54
Fresno,0.0
Kern,209.41
San Joaquin,125.76
Other,187.47
Kern,197.11
Kern,226.2
Madera,153.52
Fresno,169.53
Kern,199.41
Other,198.23
Stanislaus,220.83
Butte,135.38
San Joaquin,167.53
Kern,200.44
Madera,154.84
Butte,191.76
Fresno,226.98
Kern,239.08
Other,221.0
Madera,135.2
Other,240.48
Other,235.42
Other,204.42
Merced,168.82
Kern,147.66
Madera,225.07
Stanislaus,72.64
Fresno,145.42
San Joaquin,0.0
Butte,46.67
Kern,200.44
Fresno,168.08
Colusa,129.08
Kern,205.74
Fresno,143.55
Tulare,154.23
Other,0.0
Other,206.95
Madera,98.47
Kern,223.1
Butte,184.33
Merced,153.99
Colusa,61.8
Stanislaus,99.88
Tulare,209.65
Colusa,205.32
Madera,152.61
Fresno,176.57
Colusa,123.43
Stanislaus,150.12
Butte,164.84
Merced,158.54
Kern,144.56
Stanislaus,148.57
San Joaquin,165.78
Madera,166.88
San Joaquin,132.66
Butte,148.93
Fresno,205.24
San Joaquin,161.83
Madera,0.0
Butte,159.77
Kern,165.83
Other,204.04
San Joaquin,125.3
Merced,187.91
Kern,197.11
Kern,220.8
Merced,96.82
Colusa,147.83
Other,153.7
Stanislaus,172.72
Other,220.11
Kern,197.34
Colusa,154.37
San Joaquin,144.07
Kern,214.24
Madera,149.67
Kern,159.5
Stanislaus,136.01
Merced,202.65
Stanislaus,139.68
San Joaquin,160.45
Madera,173.56
Other,296.26
Kern,164.8
Colusa,116.61
Tulare,159.42
Other,210.24
Tulare,112.28
Tulare,207.66
Merced,118.88
Fresno,194.48
Stanislaus,186.44
Stanislaus,189.34
Fresno,181.02
Madera,134.19
San Joaquin,159.62
Madera,194.0
Fresno,163.63
Merced,178.22
Stanislaus,168.86
Other,174.95
San Joaquin,148.76
Merced,116.01
Other,183.8
Madera,155.75
Merced,197.21
Merced,185.54
Butte,78.66
Madera,171.33
Butte,0.0
Kern,237.59
Stanislaus,126.35
Stanislaus,148.47
Other,189.62
Madera,183.27
Madera,126.2
Butte,131.36
Fresno,110.43
Madera,135.0
Kern,183.77
Kern,248.86
Tulare,190.77
Kern,154.22
Kern,166.98
Kern,185.15
Fresno,202.45
Fresno,0.0
Stanislaus,139.59
Stanislaus,119.88
Merced,181.09
Fresno,196.44
San Joaquin,144.62
Other,189.24
Other,260.84
Butte,121.05
San Joaquin,189.8
Fresno,153.8
San Joaquin,208.29
Stanislaus,205.76
Kern,79.58
Fresno,145.31
Glenn,131.14
Stanislaus,0.0
Other,0.0
Fresno,135.38
Fresno,44.92
Butte,0.0
Merced,172.48
Madera,109.5
Fresno,167.15
Stanislaus,81.34
Butte,175.85
Fresno,183.82
Madera,168.9
Madera,128.42
Kern,238.05
Merced,163.18
Colusa,150.25
Stanislaus,176.68
Tulare,226.32
Colusa,155.72
Fresno,172.22
Stanislaus,174.17
Madera,230.94
Butte,178.73
Kern,201.94
Stanislaus,153.88
San Joaquin,142.42
Fresno,136.62
San Joaquin,153.64
Fresno,170.57
Madera,180.74
Other,208.98
Stanislaus,0.0
Fresno,179.57
Other,99.43
Kern,0.0
Other,184.69
Kern,143.29
Fresno,179.68
Kern,250.7
Madera,173.46
Other,221.63
Other,185.2
Fresno,215.49
Fresno,181.44
Glenn,185.6
Stanislaus,142.87
Merced,156.86
Madera,156.15
Colusa,116.34
Kern,192.28
Madera,173.56
Kern,103.84
Other,201.26
Other,236.68
Tulare,0.0
Other,212.39
Tulare,161.85
Other,243.13
San Joaquin,116.01
Kern,190.32
Other,0.0
San Joaquin,118.4
Tulare,282.62
Kern,198.38
Fresno,181.85
Kern,203.66
Butte,205.56
Madera,188.23
San Joaquin,152.63
Madera,191.27
Fresno,221.8
Other,145.85
Other,191.02
Kern,240.35
Kern,226.9
Stanislaus,161.03
Stanislaus,0.0
Fresno,169.95
Fresno,149.76
Stanislaus,126.45
Other,133.96
Colusa,89.34
Stanislaus,133.98
Stanislaus,131.67
Fresno,192.51
Fresno,182.06
Fresno,175.43
San Joaquin,213.35
Other,160.15
Tulare,199.6
Fresno,155.56
Stanislaus,182.57
Glenn,131.05
Butte,0.0
Madera,0.0
Tulare,64.14
Merced,165.56
Kern,210.8
Fresno,166.63
Glenn,126.2
Other,166.98
Other,170.02
Merced,135.79
Stanislaus,69.07
Stanislaus,151.66
Other,205.44
Fresno,200.89
Fresno,157.94
Other,236.3
Madera,229.22
Butte,142.64
Stanislaus,202.38
Stanislaus,161.23
Butte,145.17
Kern,175.95
San Joaquin,139.29
Kern,180.78
Other,220.11
Stanislaus,156.3
Stanislaus,204.12
Madera,161.62
Stanislaus,150.12
Kern,175.72
Fresno,155.56
Stanislaus,110.7
Merced,187.42
Kern,181.36
Other,254.14
Fresno,157.32
Butte,157.32
San Joaquin,140.12
Madera,177.3
Butte,63.28
Madera,162.02
Fresno,180.5
Kern,192.74
Other,217.2
Merced,138.66
Stanislaus,129.35
Madera,112.74
Tulare,130.93
Kern,228.16
Fresno,195.1
Madera,154.73
Fresno,85.59
Butte,141.41
Glenn,123.31
Stanislaus,143.35
Colusa,144.15
Kern,182.96
Colusa,169.62
Stanislaus,53.71
Merced,160.71
Merced,173.97
Fresno,176.57
Other,147.75
Stanislaus,167.12
Fresno,200.17
Madera,116.48
Kern,186.18
Kern,134.32
Other,228.21
Kern,216.2
Tulare,166.59
Stanislaus,191.85
Other,164.07
Fresno,131.44
Stanislaus,163.64
Tulare,224.11
Kern,230.34
Madera,136.72
Fresno,0.0
Tulare,233.05
Other,229.34
Fresno,0.0
Kern,0.0
Kern,246.79
Kern,195.5
Fresno,171.91
Fresno,124.92
Butte,144.73
Stanislaus,0.0
Kern,214.59
Butte,149.1
Merced,148.75
San Joaquin,170.84
Kern,178.82
Butte,143.51
Butte,182.23
Madera,147.75
Stanislaus,105.1
Tulare,144.84
Stanislaus,221.02
Merced,171.0
Colusa,147.11
Fresno,152.46
Other,58.95
Kern,229.65
Other,187.47
Kern,183.31
Fresno,189.61
Stanislaus,183.54
Kern,158.01
Madera,175.28
Madera,171.13
Tulare,135.79
Merced,165.16
San Joaquin,203.5
Kern,163.88
Other,207.59
Butte,138.7
Merced,162.39
Madera,151.8
Fresno,161.46
Fresno,204.0
Colusa,152.31
Madera,178.01
Stanislaus,168.28
Other,177.35
Kern,160.08
Madera,149.27
Madera,166.68
Madera,0.0
Merced,188.6
Fresno,189.72
San Joaquin,161.37
Madera,164.45
Kern,271.86
Stanislaus,189.05
Merced,153.29
Tulare,117.02
Fresno,94.08
Fresno,167.26
Fresno,154.21
Other,268.05
Stanislaus,164.61
Stanislaus,150.31
Stanislaus,157.07
Madera,173.76
Other,146.49
Fresno,194.79
Stanislaus,141.71
Fresno,148.0
Merced,219.56
Butte,124.28
Other,168.75
Butte,135.21
Merced,165.16
Fresno,190.85
Butte,114.58
Merced,168.53
Kern,142.94
San Joaquin,148.3
Other,77.22
Madera,113.89
Stanislaus,135.25
Merced,169.82
Stanislaus,149.69
Merced,122.68
Other,0.0
Stanislaus,127.69
Kern,174.24
Fresno,146.61
Colusa,105.09
Stanislaus,90.04
Colusa,110.07
Fresno,141.91
Other,179.59
Fresno,127.66
Madera,118.48
Stanislaus,133.36
Fresno,120.93
Madera,135.67
Butte,0.0
Kern,181.8
Kern,0.0
Merced,109.21
Tulare,168.39
Fresno,60.26
Fresno,129.11
Glenn,130.4
San Joaquin,0.0
Butte,103.42
Other,194.34
Kern,79.11
Tulare,173.15
Fresno,168.72
San Joaquin,94.32
Tulare,61.17
Merced,123.38
Tulare,98.24
Merced,52.94
Kern,155.97
Madera,104.15
Glenn,0.0
Colusa,9.48
Butte,0.0
Kern,90.9
Butte,130.1
Colusa,8.42
Stanislaus,120.96
Glenn,105.63
Other,178.3
Stanislaus,122.77
Kern,153.81
Fresno,11.91
Kern,107.82
Kern,168.66
Merced,11.92
Stanislaus,144.62
Tulare,117.5
San Joaquin,129.89
Madera,7.44
Madera,108.03
Kern,68.22
Other,165.73
Merced,120.9
Stanislaus,128.82
Stanislaus,141.98
Other,169.78
Other,166.62
Madera,133.53
Kern,0.0
Other,166.52
San Joaquin,148.97
Kern,170.19
Other,84.45
Kern,165.6
Madera,148.02
Tulare,88.21
Stanislaus,107.81
Butte,106.7
Madera,52.91
Butte,131.53
Kern,169.47
Other,174.14
Other,129.1
Madera,112.54
Other,134.94
Fresno,115.67
Butte,8.69
Kern,141.21
Fresno,125.31
Other,151.87
Other,135.53
Merced,137.23
Fresno,147.18
Other,149.59
Fresno,102.87
Fresno,119.56
Butte,139.81
Other,149.0
Stanislaus,115.89
Colusa,100.25
Madera,132.82
Stanislaus,105.92
Stanislaus,165.26
Other,154.74
Stanislaus,0.0
Other,152.26
Glenn,122.28
Merced,59.44
Other,65.14
Kern,68.76
Fresno,78.81
Stanislaus,136.08
Other,163.75
Merced,149.15
Butte,110.12
Fresno,56.21
Other,209.19
Kern,142.74
Stanislaus,124.66
Other,10.1
Tulare,107.48
San Joaquin,92.59
Other,192.75
Colusa,101.86
Kern,83.7
Fresno,156.98
Kern,146.97
Fresno,154.06
Colusa,86.14
Butte,94.12
Fresno,144.18
Butte,111.01
Stanislaus,122.4
Tulare,134.44
Fresno,110.73
Madera,98.29
Kern,139.77
Fresno,0.0
Stanislaus,93.21
Fresno,120.85
Stanislaus,144.17
Kern,138.6
Madera,144.7
Merced,111.15
Butte,87.42
San Joaquin,133.56
Kern,165.78
Kern,145.53
Fresno,0.0
Kern,177.48
Other,178.1
Glenn,85.58
Kern,95.94
Merced,137.23
Glenn,0.0
Stanislaus,112.27
Other,186.32
San Joaquin,129.02
Tulare,163.21
Stanislaus,152.11
Butte,111.49
Merced,46.59
Stanislaus,122.02
Other,196.91
San Joaquin,109.22
Kern,0.0
Fresno,161.11
Kern,140.04
Other,196.52
Fresno,139.0
Madera,133.69
Butte,113.27
Butte,53.35
Stanislaus,131.01
Fresno,125.47
Kern,0.0
San Joaquin,120.02
San Joaquin,112.18
Tulare,125.71
Merced,127.17
Kern,163.89
San Joaquin,62.42
Madera,169.96
Glenn,124.54
San Joaquin,130.18
Merced,95.12
Stanislaus,97.9
Merced,147.52
Madera,147.07
San Joaquin,10.3
Fresno,113.48
Colusa,152.54
Fresno,111.38
Stanislaus,92.31
Merced,0.0
Kern,157.77
Merced,0.0
Other,168.2
Madera,104.07
Fresno,0.0
Stanislaus,122.93
Kern,117.9
Kern,177.21
Merced,128.25
Stanislaus,112.95
Tulare,135.99
Merced,139.01
Kern,170.73
Other,144.74
Kern,155.43
Merced,124.46
San Joaquin,104.76
Other,145.23
Stanislaus,145.0
Fresno,117.04
Other,155.63
Tulare,60.22
Tulare,0.0
San Joaquin,126.0
Fresno,109.43
Glenn,95.3
Fresno,115.1
Fresno,134.06
Fresno,134.46
Other,163.05
Other,13.46
Kern,104.49
Fresno,118.34
Other,175.23
Merced,89.55
Glenn,135.8
Fresno,125.87
San Joaquin,136.87
Merced,138.55
Glenn,9.59
Other,95.73
Stanislaus,120.43
Other,189.68
Merced,97.45
Merced,110.6
Other,184.93
Fresno,122.55
Stanislaus,116.35
Tulare,109.21
Butte,113.41
Madera,113.41
Butte,119.84
Fresno,162.89
Kern,135.81
Kern,148.05
Colusa,128.19
Fresno,116.48
Madera,157.45
Fresno,103.11
Madera,181.61
Stanislaus,9.15
Fresno,141.99
Kern,159.21
Stanislaus,127.76
Merced,103.41
Colusa,0.0
Merced,134.44
Fresno,110.0
Other,147.81
San Joaquin,99.65
Kern,128.52
Fresno,147.26
San Joaquin,8.14
Butte,87.28
Madera,98.29
San Joaquin,133.2
Kern,166.32
Fresno,129.76
Tulare,129.95
Glenn,0.0
Madera,94.01
Kern,136.35
Stanislaus,150.82
Other,208.79
Stanislaus,119.22
Other,143.75
Kern,137.61
Madera,132.26
Other,162.06
Butte,105.95
San Joaquin,10.15
San Joaquin,115.99
Kern,170.64
Merced,109.06
Stanislaus,125.5
Tulare,124.76
Other,171.27
Stanislaus,105.84
San Joaquin,175.39
Fresno,150.9
San Joaquin,117.79
Butte,119.63
Other,108.7
Other,159.88
Merced,11.22
Fresno,151.39
Stanislaus,147.57
San Joaquin,119.02
Madera,119.67
Butte,115.39
Merced,103.25
Fresno,159.98
Merced,104.41
Stanislaus,142.05
Madera,95.99
Kern,90.27
Merced,128.33
Madera,129.81
Fresno,122.47
Madera,9.27
Tulare,84.67
Colusa,84.1
Fresno,149.2
Kern,162.27
Fresno,137.78
Glenn,122.61
Stanislaus,109.02
Other,175.63
Kern,106.11
Other,164.14
Colusa,122.43
Other,76.43
Merced,156.58
Merced,0.0
Merced,115.4
Madera,136.38
Madera,104.23
Fresno,50.54
Butte,117.1
Merced,123.92
Stanislaus,135.85
Kern,10.26
Kern,121.05
Fresno,155.92
Colusa,141.52
Madera,9.58
Madera,97.97
Fresno,177.31
San Joaquin,119.59
Other,13.17
Glenn,161.9
Merced,114.47
Other,184.73
Madera,0.0
Fresno,136.57
Merced,164.71
Colusa,125.17
Glenn,126.07
Merced,110.06
Fresno,134.54
Merced,117.03
Fresno,93.8
Kern,12.06
Fresno,139.0
Fresno,139.08
Kern,173.79
Colusa,122.85
Fresno,123.61
San Joaquin,116.57
Kern,103.95
Kern,122.22
San Joaquin,119.66
San Joaquin,138.17
Kern,163.62
Stanislaus,125.57
Kern,143.64
Tulare,104.2
Merced,133.82
Butte,96.65
Butte,7.73
Kern,125.46
Merced,111.69
Stanislaus,132.0
Kern,164.7
Tulare,143.16
Madera,122.36
Butte,118.95
Colusa,74.83
Kern,136.26
Merced,121.44
Madera,167.59
Stanislaus,137.82
Madera,131.79
Glenn,8.86
Merced,82.51
San Joaquin,89.86
Butte,82.83
Stanislaus,134.42
Colusa,0.0
Madera,118.09
Madera,138.12
Fresno,154.95
Other,0.0
Stanislaus,98.66
Stanislaus,162.01
Merced,154.18
Stanislaus,102.74
Colusa,122.08
Madera,90.45
Stanislaus,118.84
Kern,159.39
Stanislaus,114.91
Madera,118.17
Stanislaus,148.86
Madera,130.28
Madera,131.16
Butte,122.16
Butte,95.83
Fresno,179.82
Madera,127.91
Merced,127.56
Kern,155.61
Stanislaus,9.75
Stanislaus,111.81
Merced,109.13
Other,119.69
Merced,114.32
Other,199.29
Fresno,130.9
Stanislaus,128.22
Fresno,117.45
Other,15.34
Butte,112.86
San Joaquin,116.14
San Joaquin,130.1
Colusa,103.9
Stanislaus,148.18
Merced,88.78
Butte,0.0
Stanislaus,97.98
Madera,130.68
Tulare,0.0
San Joaquin,121.61
Other,130.48
Kern,152.64
Merced,133.28
Madera,0.0
San Joaquin,90.58
Other,187.8
Stanislaus,92.61
Stanislaus,112.64
Madera,138.44
Kern,154.53
Stanislaus,106.75
Fresno,139.56
Kern,141.84
Fresno,124.34
Merced,151.08
San Joaquin,96.91
Stanislaus,116.65
Fresno,171.15
Stanislaus,124.89
Tulare,171.24
Kern,117.0
Colusa,111.48
Madera,108.58
Merced,150.23
Butte,123.53
Kern,142.83
Merced,123.61
Other,175.82
Madera,115.47
Merced,155.5
San Joaquin,126.86
Madera,9.82
Colusa,86.21
Kern,160.92
Tulare,0.0
Colusa,102.07
Merced,174.54
San Joaquin,119.52
Stanislaus,125.87
Other,179.59
Kern,120.24
Stanislaus,110.07
Merced,166.87
Fresno,119.72
Stanislaus,109.09
Butte,64.71
Merced,142.8
Kern,142.47
Tulare,88.65
Fresno,11.5
Madera,105.89
Other,133.06
Fresno,60.1
Other,146.32
Stanislaus,111.66
Kern,127.8
Stanislaus,105.24
San Joaquin,108.07
Other,151.67
Colusa,116.39
Other,169.98
Butte,117.1
Kern,164.52
Other,147.02
Madera,125.77
Colusa,115.48
Other,176.52
Butte,44.87
Tulare,148.26
Madera,166.24
Merced,114.24
San Joaquin,92.3
Butte,117.1
Kern,127.62
Madera,148.34
Merced,105.73
Fresno,116.32
Butte,82.7
Merced,111.92
Fresno,134.14
Stanislaus,126.55
Other,189.78
Fresno,122.23
Fresno,120.12
Kern,193.68
Kern,152.37
Kern,120.06
Glenn,95.44
Kern,11.34
Madera,110.96
Merced,77.32
Fresno,123.04
Colusa,8.85
Merced,161.38
Tulare,180.58
Fresno,144.58
Madera,146.04
Other,194.24
Stanislaus,0.0
Merced,132.59
Glenn,99.97
Other,193.94
Merced,136.46
Kern,146.07
Fresno,142.16
Kern,163.53
Butte,88.78
San Joaquin,125.93
Kern,127.26
Stanislaus,119.15
Fresno,129.44
Stanislaus,144.62
Madera,133.29
Fresno,96.71
Madera,138.6
Madera,107.87
Tulare,132.02
Madera,110.88
San Joaquin,104.54
Stanislaus,125.42
Fresno,101.33
Stanislaus,0.0
Madera,125.69
San Joaquin,75.02
Other,0.0
Madera,148.66
Madera,110.96
Kern,103.59
Other,91.77
Kern,0.0
Other,159.69
Merced,161.92
Colusa,116.39
Butte,43.84
Fresno,118.26
Butte,119.84
Other,134.15
San Joaquin,0.0
Tulare,133.06
Kern,123.03
Butte,49.73
Fresno,133.24
Kern,0.0
Colusa,94.77
Stanislaus,118.84
Stanislaus,107.5
Kern,148.32
Stanislaus,120.43
Madera,141.53
Merced,116.72
Stanislaus,111.89
Fresno,148.96
Madera,153.01
Fresno,0.0
Madera,108.66
Kern,135.0
Kern,168.03
Butte,0.0
Kern,63.45
Fresno,9.88
Other,139.49
San Joaquin,124.63
Stanislaus,130.26
Madera,111.75
Other,206.02
Stanislaus,63.2
Fresno,137.62
Other,147.41
Stanislaus,133.74
Other,152.26
Fresno,152.44
Kern,0.0
Stanislaus,141.22
Fresno,156.98
Fresno,77.03
Fresno,130.65
Colusa,109.51
Stanislaus,112.49
Other,11.88
Butte,123.53
Stanislaus,146.51
Kern,134.1
San Joaquin,131.26
San Joaquin,115.63
Stanislaus,117.41
Other,198.99
Stanislaus,115.59
Colusa,105.65
Colusa,0.0
Kern,171.45
Butte,119.08
Butte,132.97
Kern,137.43
Other,0.0
Merced,128.79
Merced,113.31
San Joaquin,145.22
Other,171.47
Other,0.0
Madera,145.02
Madera,112.54
Other,0.0
Other,135.93
Fresno,149.36
Other,114.54
Other,186.42
Merced,107.12
Other,228.69
Other,80.19
Stanislaus,126.78
Fresno,98.33
Butte,123.74
Stanislaus,142.35
San Joaquin,78.91
Stanislaus,146.44
Other,62.37
Kern,141.3
Merced,115.33
Madera,142.88
Kern,104.85
Madera,87.2
Fresno,121.01
Kern,126.18
Other,170.97
Merced,119.89
Fresno,0.0
Stanislaus,114.0
Tulare,144.81
Butte,101.44
Fresno,128.06
Colusa,125.31
Kern,152.73
Kern,135.72
Fresno,153.17
Kern,183.87
Other,214.34
Madera,129.18
Merced,101.47
Merced,102.25
Stanislaus,109.09
Fresno,102.87
Merced,8.59
Madera,119.35
Fresno,106.76
Kern,151.74
Tulare,156.21
Madera,108.9
San Joaquin,115.49
Fresno,106.92
Colusa,119.06
Kern,142.47
Butte,141.52
San Joaquin,115.7
Fresno,132.52
Tulare,156.47
Madera,136.86
Madera,124.74
Kern,113.67
Kern,181.8
Fresno,113.8
Kern,162.09
Stanislaus,150.07
Fresno,124.25
Kern,131.04
Tulare,171.24
Stanislaus,131.47
Madera,121.57
Fresno,142.4
Merced,132.28
Other,184.04
Kern,154.17
Tulare,157.85
Fresno,171.15
Butte,128.32
Kern,197.91
Fresno,127.25
San Joaquin,107.71
Other,0.0
Butte,110.74
Kern,201.24
Butte,76.54
Fresno,141.18
Merced,114.09
Stanislaus,110.68
Other,147.61
Other,129.29
Colusa,98.84
Madera,115.32
Stanislaus,138.57
Kern,204.93
Fresno,161.84
Madera,140.18
San Joaquin,128.81
Fresno,97.2
Other,148.6
Other,141.17
Tulare,72.92
Fresno,175.45
Tulare,10.89
Fresno,139.24
Stanislaus,143.41
Colusa,7.51
Kern,144.18
Merced,93.27
Fresno,165.48
Merced,107.9
Kern,162.0
San Joaquin,126.86
Madera,125.61
Other,0.0
Other,13.36
Stanislaus,127.23
Butte,98.84
Fresno,127.41
Other,168.0
Merced,115.79
Madera,120.15
Stanislaus,60.25
Madera,0.0
Stanislaus,129.35
